"Belegdatum";"Buchungsdatum";"Belegnummernkreis";"Belegnummer";"Buchungstext";"Buchungsbetrag";"Sollkonto";"Habenkonto";"Steuerschlüssel";"Kostenstelle 1";"Kostenstelle 2";"Buchungsbetrag DM";"Buchungsbetrag Euro";"Währung"
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141051772 00 IHRE REF: NONREF CY13002001950000357012502619 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: EPOM LTD NANCY WHITICKER HOUSE 7 00109-8000 ROSEAU DM CY13002001950000357012502619   INV NO INV 5494  01/04/2019";4208,69;;1210;0;"";"";4208,69;4208,69;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141050349 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: INMOBI PTE LTD CECIL STREET 30 049712 SINGAPORE SG 0853595012  / INV NO 23 443431  13/05/2019, NO 2344215 7  14/03/2019, NO 23442754 DAT ED 12/04/2019";15197,69;;1210;0;"";"";15197,69;15197,69;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141051768 00 IHRE REF: NONREF GB47CITI18500818776725 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: ASK.FM EUROPE LTD BARROW STREET, FLOOR 6TH 47335 DUBLIN IE GB47CITI18500818776725   INV NO ASK 02379/2019  18/03/2019, INV N O ASK-02380/2019  05/04/2019";876,39;;1210;0;"";"";876,39;876,39;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141051810 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: DECIBEL NETWORK, LLC N HIGHLAND AVE. 245 30307 ATLANTA, GA US 334049235013   INV NO 119 5  31/03/2019";5873,85;;1210;0;"";"";5873,85;5873,85;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141051765 00 IHRE REF: NONREF GB55SVBK62100020108745 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: IRONSOURCE UK LIMITED JOHN ST,GRAND HOUSE 3FL. 56-60 EC1M 4HG LONDON GB GB55SVBK62100020108745   INVOICE N O INV ISUK190355  30/04/2019, NO INV ISUK190238  31/03/2019";1735,47;;1210;0;"";"";1735,47;1735,47;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141051822 00 IHRE REF: NONREF IL590125840000000119844 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: MOBIMIGHT MEDIA LTD MASKIT ST. 9 4673309 HERTZLIYA PETUACH IL IL590125840000000119844   INV NO 01/ 001191  01/05/2019";5769,34;;1210;0;"";"";5769,34;5769,34;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141048390 00 IHRE REF: NONREF GB59HBUK40127677460733 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: ADS PLUS LTD. 3 FLOOR, PAUL STREET 86-90 EC2A4NE LONDON GB GB59HBUK40127677460733   INV NO 204 3  01/05/2019, NO 2031  0 1/04/2019";3088,78;;1210;0;"";"";3088,78;3088,78;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141053349 00 IHRE REF: NONREF AE320110090010200020967 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: BIZ AD OPTIMISER FZE AL HULAILA IDUSTRIAL B01-142 38225 RAS AL-KHAIMAH AE AE320110090010200020967   TO INV NO FZE/1920/004  29/04/2019, NO F ZE/1920/019  13/05/2019";1014,41;;1210;0;"";"";1014,41;1014,41;EUR;
21.05.2019;21.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141048717 00 IHRE REF: NONREF ES4520381994592000006585 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: AGILE ADVERTISEMENT, S.L. 449, AVENIDA DIAGONAL 7A 08036 BARCELONA ES ES4520381994592000006585  ADVERTISINA SERVICES INV NO 84  30/04/2019, NO 73  31/03 /2019, NO 49  28/02/2019";31835,93;;1210;0;"";"";31835,93;31835,93;EUR;
21.05.2019;21.05.2019;"";-;" AZCS9141049862 00  DUSSELDORF  BIN141040026698 ADMIXER CENTRAL ASIA LLP 202 H 405 F PR DOSTYK ALMATY KAZAKHSTAN 050201.KZ826017131000039733  CONT.01/2017 DD 270617 INV. USD2019 0430-6 DATE 30042019 PAYMENT FOR A  FACEBOOK";332243,04;1210;;0;"";"";332243,04;332243,04;EUR;
21.05.2019;21.05.2019;"";-;" AZCS9140068157 00  KONIGSALLEE 98 DUSSELDORF 40212  BYYD, INC 7023 JUNO STREET FOREST HILLS NY 1 1375 006783098143  PAYMENT FOR INVOICES: USD20190331-20 USD20190430-10 /BNF/BYYD, INC";1966,31;1210;;0;"";"";1966,31;1966,31;EUR;
22.05.2019;22.05.2019;"";-;"Google Ireland Limited GG101U30Z9  GG101U30Z9 0522000139001";36725,13;1200;;0;"";"";36725,13;36725,13;EUR;
22.05.2019;22.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,08;4970;1200;0;"";"";137,08;137,08;EUR;
22.05.2019;22.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,08;4970;1200;0;"";"";137,08;137,08;EUR;
22.05.2019;22.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,08;4970;1200;0;"";"";137,08;137,08;EUR;
22.05.2019;22.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,08;4970;1200;0;"";"";137,08;137,08;EUR;
22.05.2019;22.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141057343 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL - MAY 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
22.05.2019;22.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141057340 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
22.05.2019;22.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141057328 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH AP RIL 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
22.05.2019;22.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9141057318 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH MA Y 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
23.05.2019;23.05.2019;"";-;" AZCN9143058742 00    AZERBAIJAN MEDIA EXCHANGE LLC TIN 1401686691 AZERBAIJAN BAKU S RAHIMOV STR 23 AZ1014  PREPAYMENTORDING TO CONTRACT DD 23012019 INVOICES EUR20190510 1 DD 10052019 AND FOR DOUBLECLICK BILLING MONTH MAY 2019";1649,58;1200;;0;"";"";1649,58;1649,58;EUR;
23.05.2019;23.05.2019;"";-;"Examiner Consulting Llc INVOICE EURO20190521-1  64130596TW0 0523000700001";5000,00;1200;;0;"";"";5000,00;5000,00;EUR;
23.05.2019;23.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";25,64;4970;1200;0;"";"";25,64;25,64;EUR;
23.05.2019;23.05.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9142053147 00 IHRE REF: NONREF DE41720700240037613700 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GERMANVID UG VON-RICHTHOFENSTR. 30 86159 AUGSBURG DE DE41720700240037613700   INV NO 120 6  01/04/2019";13790,71;;1210;0;"";"";13790,71;13790,71;EUR;
24.05.2019;24.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
24.05.2019;24.05.2019;"";-;"STEUERVERWALTUNG NRW StNr 133/5800/3060 Umsatzsteuer Dez . 18 4.922,55  13300058003060G190523-00ZO-33100040 0524000365011";4922,55;1200;;0;"";"";4922,55;4922,55;EUR;
24.05.2019;24.05.2019;"";-;"velia.net Internetdienste GmbH COBADEFFXXX DE78506400150218928001  Invoice No 97755  2019-04-04  CCB.143.UE.94696";802,06;;1200;0;"";"";802,06;802,06;EUR;
24.05.2019;24.05.2019;"";-;" AZCS9144065094 00  ADMIXER KONIGSALLEE 98, 40212 DUSSELDORF GERMANY DELLC VIDEO TARGET 2/PAVLOVSKAYA UL, 6-EYT. 1, POM. IA 3/RU/MOSKVA 7/RU/7725394154 40702840300000010497  SERVICES OF DISTRIBUTION ADVERTISIN G IN SYSTEM ADMIXER ADEX CHANGE, BI LLING PERIOD: APRIL 2019";431,09;1210;;0;"";"";431,09;431,09;EUR;
27.05.2019;27.05.2019;"";-;"KRIMTAN BALGARIY Invoice 20190206-1  0527001347001";2500,00;1200;;0;"";"";2500,00;2500,00;EUR;
27.05.2019;27.05.2019;"";-;"George Giorgadze payment for consulting servicesacco rding to INVOICE EURO20190524-2  0527000428001";5000,00;1200;;0;"";"";5000,00;5000,00;EUR;
28.05.2019;28.05.2019;"";-;"ADXCLUSIVE B.V. EURO20190528-1 INV NO  0528001376001";30000,00;1200;;0;"";"";30000,00;30000,00;EUR;
28.05.2019;28.05.2019;"";-;" AZCS9148052899 00  INN HRB 81038LTD ADMIXER BY    FOR ADVERTISING ON THE INNTERNET,AK T EURO20190430-35 DT 30.04.19 CONTR ACT 1/2018 DT 02/01/2018";2487,26;1200;;0;"";"";2487,26;2487,26;EUR;
28.05.2019;28.05.2019;"";-;" AZCS9148023119 00 OTHR/325115507173   RMG DIGITAL LIMITED 22700 E I76 FRONTAGE RD BRIGHTON, CO, 80603, US OTHR/325115507173  /RFB/264396776//INVOICE EURO2019051 7 POP TRADE RELATED";3000,00;1200;;0;"";"";3000,00;3000,00;EUR;
28.05.2019;28.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";102,50;4970;1200;0;"";"";102,50;102,50;EUR;
28.05.2019;28.05.2019;"";-;" AZCS9148000850 00  ADMIXER UA LLC  26003572384    DC281217 DD 2 8.12.17,  PR OVIDEESS TO TECHNICAL AND FUNCT IONAL CAPABILITIES OF THE SYSTEM";177880,96;1210;;0;"";"";177880,96;177880,96;EUR;
28.05.2019;28.05.2019;"";-;" AZCS9147002632 00 CY79002001950000357025262072  KONIGSALLEE 98, 40212 DUSSELDORF, GERMANY  INSPIRITUM LTD 67C ARCHIEPISKOPOU MAKARIOU III FLAT 204 1070 LEFKOSIA CY79002001950000357025262072  INVOICE USD20190430-25 DD 30/04/2019";2275,20;1210;;0;"";"";2275,20;2275,20;EUR;
29.05.2019;29.05.2019;"";-;"Examiner Consulting Llc INVOICE EURO20190524-3  64789770TW0 0529000728001";2000,00;1200;;0;"";"";2000,00;2000,00;EUR;
29.05.2019;29.05.2019;"";-;" AZCS9149020573 00  KONIGSALLEE 98 DUSSELDORF , 40212, DE  EXAMINER CONSULTING LLC 18828 ANDRADA DR ROWLAND HEIGHTS, CA, 91748, US 325101629379  /RFB/264478490//INVOICE EURO2019052 4 3 POP SERVICES";4000,00;1200;;0;"";"";4000,00;4000,00;EUR;
29.05.2019;29.05.2019;"";-;" AZCS9149020825 00   MILLENIA MEDIA GROUP LLC  US 2  /RFB/264502156//DOUBLECLICK EXPENSE S";43588,18;1200;;0;"";"";43588,18;43588,18;EUR;
29.05.2019;29.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";12,50;4970;1200;0;"";"";12,50;12,50;EUR;
29.05.2019;29.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
29.05.2019;29.05.2019;"";-;" AZCS9149002593 00  KONIGSALLEE 98 40212 DUSSELDORF GERMANY DE/GERMANY  GEMA TEKNOLOGI CAHAYA GEMILANG RUKO GARDEN SHOPING ARCADE BLOK B NO. 8 DH JL. S PARMAN JAKART GROGOL PETAMBURAN INDONESIA 7000133288  /INV/PAYMENT FOR ADVERTISING /INV/SERVICE BILLING MONTH APRIL /INV/2019";3602,31;1210;;0;"";"";3602,31;3602,31;EUR;
29.05.2019;29.05.2019;"";-;" AZCS9149002481 00 CH8780808004691951588  KOENIGSALLEE 98 DE-40212 DUESSELDORF  KANAWAI MEDIEN AG SIRNACHERSTRASSE 6 9552 BRONSCHHOFEN CH CH8780808004691951588  ADVERTISING SERVICE - JULI UND AUGU ST 2019 RFB 14394848717/1XXX";152,10;1210;;0;"";"";152,10;152,10;EUR;
29.05.2019;29.05.2019;"";-;" AZCS9148080508 00  KONIGSALLEE 98,40212 DUSSELDORF, GERMANY  GO MOBILE STR.SAMOTECHNAYA,H.7,BLD.2 MOSCOW, RU INN 7725832746 40702840401270000547  PREPAYMENT FOR THE PURCHASE OF IMPR ESSIONS OF ADVERTISING MATERIALS IN MAY 2019, IO USD20190524-1, INV.USD 20190524-1 TO 24.05.19,VAT 20 P.";472,30;1210;;0;"";"";472,30;472,30;EUR;
30.05.2019;30.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";102,50;4970;1200;0;"";"";102,50;102,50;EUR;
30.05.2019;30.05.2019;"";-;" AZCS9150014710 00   EAST BAY ADS INC 2018 TSUSHIMA ST HERCULES CA 94547-5450 US 325102598975  /RFB/264753118//POP SERVICES";8756,57;1200;;0;"";"";8756,57;8756,57;EUR;
30.05.2019;30.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";17,39;4970;1200;0;"";"";17,39;17,39;EUR;
30.05.2019;30.05.2019;"";-;" AZCS9150038616 00 BY24ALFA30122722900030270000 INN HRB 81038LTD ADMIXER BY  BY24ALFA30122722900030270000  FOR ADVERTISING ON THE INTERNET CONTRACT 1/2018 DT 0 2/01/2018.";59725,88;1210;;0;"";"";59725,88;59725,88;EUR;
30.05.2019;30.05.2019;"";-;" AZCS9150011941 00  KONIGSALLE 98 40212 DUSSELDORF, GERMANY  FEATURE FORWARD LTD 21 HAHARBAHA ST. TEL AVIV 64739 ISRAEL 86470120062  INVOICE NOS 131-20 131-20/1 331-17";8864,99;1210;;0;"";"";8864,99;8864,99;EUR;
31.05.2019;31.05.2019;"";-;"Kontoführung EUR ";39,90;4970;1200;0;"";"";39,90;39,90;EUR;
31.05.2019;31.05.2019;"";-;"Kontoführung USD ";12,60;4970;1200;0;"";"";12,60;12,60;EUR;
31.05.2019;31.05.2019;"";-;" AZCS9151050184 00  DUSSELDORF  BIN141040026698 ADMIXER CENTRAL ASIA LLP 202 H 405 F PR DOSTYK ALMATY KAZAKHSTAN 050201.KZ556017131000040898  CONT.01/2017 DD 270617 INV. EURO201 90430-7 DATE 30042019 PAYMENT FOR A DVERTISING SERVICES GOOGLE DOUBLECL ICK";21642,35;1200;;0;"";"";21642,35;21642,35;EUR;
31.05.2019;31.05.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
31.05.2019;31.05.2019;"";-;"Examiner Consulting Llc INVOICE EURO20190524-3  64997232TW0 0531000135001";4000,00;1200;;0;"";"";4000,00;4000,00;EUR;
31.05.2019;31.05.2019;"";-;" AZCS9151040010 00  CITI US - USD ATTN:PIOTR MALECKI LUBICZ 17H KRAKOW POLANDL 31-503 30973575  INV USD20190430-22";3271,10;1210;;0;"";"";3271,10;3271,10;EUR;
03.06.2019;03.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";12,50;4970;1200;0;"";"";12,50;12,50;EUR;
03.06.2019;03.06.2019;"";-;"ORWEST TRADE LP MKKBHUHBXXX HU82103000021301866700014883 Payment for media services. to invoice 2019-OR-2405-ADM date 24/05 /2019  CCB.151.UE.321800";56428,17;;1200;0;"";"";56428,17;56428,17;EUR;
03.06.2019;03.06.2019;"";-;" AZCS9154067798 00  AMLI MEDIA PRIVATE LIMITED NO 811 10TH A MN SUITE 456 1ST FLOOR INDIRANAGAR BANGALORE INDIA 50200027800345  TWDS OTHER BUSINESS SERVICE INVOICE NO 2019033111";2608,67;1210;;0;"";"";2608,67;2608,67;EUR;
03.06.2019;03.06.2019;"";-;" AZCS9154046689 00  DUSSELDORF  BIN141040026698 ADMIXER CENTRAL ASIA LLP 202 H 405 F PR DOSTYK ALMATY KAZAKHSTAN 050201.KZ826017131000039733  CONT.01/2017 DD 270617 INV. USD2019 0430-5 DATE 30042019 PAYMENT FOR A  GOOGLE";250731,87;1210;;0;"";"";250731,87;250731,87;EUR;
03.06.2019;03.06.2019;"";-;" AZCS9154037216 00  ADMIXER LIMITED IMMERMANSTRASSE 7 DUSSELDORF, 40210, GERMANY  APPNEXUS, INC 28 W 23RD ST. 4TH FLOOR NEW YORK, NY 10010 3300866935  S006953";156,92;1210;;0;"";"";156,92;156,92;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9155033147 00 IHRE REF: NONREF FR7630056000670067200337301 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: DAILYMOTION S.A. MALESHERBES 140 BD 75017 PARIS FR FR7630056000670067200337301   INVOICE NO WDE 0066119  13/05/2018";888,82;;1200;0;"";"";888,82;888,82;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9155033065 00 IHRE REF: NONREF ES8002160324010600310185 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: TAPPCELERATOR MEDIA SL ROSSELLO I PORCEL 21, 15 B 08016 BARCELONA ES ES8002160324010600310185   INV NO 190 0216  30/04/2019";3407,48;;1200;0;"";"";3407,48;3407,48;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,07;4970;1200;0;"";"";137,07;137,07;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,07;4970;1200;0;"";"";137,07;137,07;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,07;4970;1200;0;"";"";137,07;137,07;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,07;4970;1200;0;"";"";137,07;137,07;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,07;4970;1200;0;"";"";137,07;137,07;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";137,07;4970;1200;0;"";"";137,07;137,07;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9154048916 00 IHRE REF: NONREF DE78506400150218928001 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: VELIA.NET HESSEN-HOMBURG-PLATZ 1 63452 HANAU DE DE78506400150218928001  PAYMENT FOR SERVERS,. INVOICE N O 100867  20-05-2019";32940,70;;1200;0;"";"";32940,70;32940,70;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";34,68;4970;1200;0;"";"";34,68;34,68;EUR;
04.06.2019;04.06.2019;"";-;"FCM Finance Consult Mittelstand e. K. INVOICE DE20190603-2  CCB.154.UE.199170";1547,00;;1200;0;"";"";1547,00;1547,00;EUR;
04.06.2019;04.06.2019;"";-;"Shpakova,Maria  Lohn 05.2019  CCB.154.UE.198251";1631,05;;1200;0;"";"";1631,05;1631,05;EUR;
04.06.2019;04.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";27,02;4970;1200;0;"";"";27,02;27,02;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9154028176 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH MA Y 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9155031882 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE INC AMPHITHEATRE PKWY 1600 CA94043 MOUNTAIN VIEW US 4121100648   INV NO 359 0749826, 3590315218, 3588595145, CR EDIT MEMO 3590654181, 3497595286, 3 477400912, 3467015193, 3448640627";9601,56;;1210;0;"";"";9601,56;9601,56;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9154049113 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH MA Y 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9154049258 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH MA Y 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9154049058 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH MA Y 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9154028186 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH MA Y 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
04.06.2019;04.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9154028153 00 IHRE REF: NONREF IE82BOFA99006154878215 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FACEBOOK IRELAND LIMITED GRAND CANAL SQUARE 4 DUBLIN IE IE82BOFA99006154878215  FACEBOOK SERVICES, BILLING MONTH MA Y 2019";80051,23;;1210;0;"";"";80051,23;80051,23;EUR;
04.06.2019;04.06.2019;"";-;" AZCS9155024129 00 CY42002001950000357030024856  KONIGSALLEE 98 40212 DUSSELDORF GERMANY  RTB MARKETING TECH SERVICES LTD 18 KYRIAKOU MATSI 2408 EGKOMI NICOSIA CY42002001950000357030024856  IN USD 20190430-08";14633,04;1210;;0;"";"";14633,04;14633,04;EUR;
05.06.2019;05.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9156042689 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH MAY 2019";100152,50;;1200;0;"";"";100152,50;100152,50;EUR;
05.06.2019;05.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";16,49;4970;1200;0;"";"";16,49;16,49;EUR;
05.06.2019;05.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9156042646 00 IHRE REF: NONREF IE07CITI99005111475051 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: GOOGLE IRELAND LIMITED GORDONHOUSEBARROWSTR DUBLIN 4 IE IE07CITI99005111475051  DOUBLECLICK SERVICES, BILLING MONTH MAY 2019";70107,50;;1200;0;"";"";70107,50;70107,50;EUR;
05.06.2019;05.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";73,49;4970;1200;0;"";"";73,49;73,49;EUR;
05.06.2019;05.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";35,74;4970;1200;0;"";"";35,74;35,74;EUR;
05.06.2019;05.06.2019;"";-;"Admixer EU GmbH PBNKDEFFXXX DE47440100460309641465 Money transfer to another banko unt  CCB.156.UE.202952";1500,00;;1200;0;"";"";1500,00;1500,00;EUR;
05.06.2019;05.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
05.06.2019;05.06.2019;"";-;"ENTGELTE W/AUSLANDSZAHLUNG ";15,00;4970;1200;0;"";"";15,00;15,00;EUR;
05.06.2019;05.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9156042415 00 IHRE REF: NONREF IL070108640000050980012 AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: FIBER MONETIZATION LTD HAPSAGOT ST, P.O.BOX3102 4 4951447 PETACH TIKVA IL IL070108640000050980012   INVOICES NO 43456  31/03/19, NO 43595 D ATED 30/04/19";19973,51;;1210;0;"";"";19973,51;19973,51;EUR;
05.06.2019;05.06.2019;"";-;"ZAHLUNG IN DAS AUSLAND AZNA9156041434 00 IHRE REF: NONREF AUFTRAGGEBER LT. AUFTRAG: BANK DES BEGUENSTIGTEN: BEGUENSTIGTER: PIXALATE, INC. JEFFERSON BLVD. 12655 CA90066 LOS ANGELES US 1895117909   INV NO 143 9  12/04/2019";8405,38;;1210;0;"";"";8405,38;8405,38;EUR;
